latitude;longitude;local;descricao;fonte
40.423685;-3.673745;Avenida del Mediterráneo;Vía principal en Madrid, conocida por su conexión con zonas residenciales y comerciales.;poi_madrid
40.423661;-3.704722;El Club de los Vieneses;Restaurante y club social en el barrio de Chamberí, conocido por su comida internacional y ambiente elegante.;poi_madrid
40.438493;-3.716834;Centro Cultural María Zambrano;Centro cultural en el distrito de Argüelles, con una oferta variada de actividades culturales y eventos.;poi_madrid
40.432598;-3.724417;Mercado de Vallehermoso;Mercado situado en el barrio de Moncloa, con una selección de productos frescos, charcutería y pescado.;poi_madrid
40.391807;-3.678337;Planetario de Madrid;El Planetario de Madrid ofrece una experiencia educativa y visual sobre astronomía y ciencias del espacio, con proyecciones y exposiciones interactivas.;poi_madrid
40.41951;-3.703856;Rosa de Madrid;Pastelería y cafetería tradicional en el barrio de Salamanca, conocida por sus dulces y repostería.;poi_madrid
40.417941;-3.702415;Obra;Espacio cultural en el barrio de Malasaña dedicado a las artes escénicas y exposiciones.;poi_madrid
40.419813;-3.710671;Tasca La Casa del Jamón;Tasca en el barrio de Chamberí con una excelente selección de tapas y platos tradicionales en un entorno agradable.;poi_madrid
40.41994;-3.703876;Juguetería Baby-Toys;Especializada en juguetes para bebés y niños pequeños, con una amplia oferta de productos seguros y educativos para los primeros años de vida.;poi_madrid
40.428155;-3.684026;Barrio de Salamanca;Barrio elegante y de alto standing, conocido por sus tiendas de lujo y restaurantes de alta gama.;poi_madrid
40.451411;-3.762783;Universidad Francisco de Vitoria;Universidad privada que ofrece una formación centrada en el desarrollo profesional y personal.;poi_madrid
40.41987;-3.708853;Mueble del Hogar;Tienda de muebles en el barrio de Malasaña, ofreciendo una amplia variedad de opciones para el hogar y la oficina.;poi_madrid
40.423673;-3.710784;Floristería Felices Flores;Floristería que se especializa en arreglos florales para eventos y celebraciones, ubicada en el barrio de Chamberí.;poi_madrid
40.420715;-3.703165;Tasca La Cava;Tasca en el barrio de Malasaña, famosa por sus tapas caseras y ambiente animado.;poi_madrid
40.438989;-3.669054;Avenida de América;Gran vía de comunicación y transporte con múltiples opciones de conexiones y servicios en el centro de Madrid.;poi_madrid
40.439494;-3.731451;Museo de Artes y Tradiciones Populares;El Museo de Artes y Tradiciones Populares ofrece una visión detallada de la vida cotidiana y las tradiciones populares en España, con una amplia colección de objetos y artefactos.;poi_madrid
40.419104;-3.707055;Discoteca Barco;Discoteca en el centro de Madrid con un ambiente único y eventos de música en vivo, ubicada en la zona de Gran Vía.;poi_madrid
40.437284;-3.670927;Avenida de la Democracia;Vía importante en el distrito de Ciudad Lineal, que conecta diversas áreas residenciales y comerciales.;poi_madrid
40.413698;-3.702879;Instituto del Patrimonio Cultural de España;Centro dedicado a la conservación y restauración del patrimonio cultural español, con recursos educativos y proyectos de investigación.;poi_madrid
40.410481;-3.733056;Avenida de Portugal;Vía destacada que conecta con varios puntos de interés y ofrece acceso a zonas verdes y recreativas.;poi_madrid
40.4198;-3.706442;Farmacia Figueroa Martínez;Farmacia en el barrio de Chamberí, con un amplio catálogo de medicamentos y servicios personalizados de salud.;poi_madrid
40.426328;-3.662531;Parque de la Fuente del Berro;El Parque de la Fuente del Berro es un parque histórico en el barrio de Salamanca, conocido por su belleza paisajística y sus fuentes ornamentales.;poi_madrid
40.414023;-3.701235;Teatro Libertad 8;Teatro y espacio cultural en Lavapiés, conocido por sus espectáculos de música y teatro alternativo.;poi_madrid
40.41396;-3.691647;Biblioteca de Prado;Biblioteca en el área cercana al Museo del Prado, con una buena selección de libros y recursos sobre arte y cultura.;poi_madrid
40.426582;-3.702561;Andén 0;Museo del Metro de Madrid, que ofrece una visión del transporte subterráneo de la ciudad a través de estaciones restauradas.;poi_madrid
40.451415;-3.730761;Universidad Politécnica de Madrid (UPM);Una de las principales universidades técnicas en España, conocida por su excelencia en ingeniería y arquitectura.;poi_madrid
40.423003;-3.706572;Sala de Cultura de Chamberí;Centro cultural en el barrio de Chamberí, con eventos y actividades culturales variadas.;poi_madrid
40.418957;-3.705867;Q&A;Centro de actividades y talleres educativos para todas las edades en el barrio de Chamberí.;poi_madrid
40.4138;-3.711575;Mirador de la Ermita de San Isidro;Mirador en la Ermita de San Isidro, con vistas al casco histórico y a los alrededores de Madrid.;poi_madrid
40.420542;-3.704518;Cine Capitol;Emblemático cine en la Gran Vía, famoso por su impresionante fachada y su historia en el cine español.;poi_madrid
40.419873;-3.704723;Discoteca Velvet;Discoteca en el barrio de Chueca, conocida por sus eventos de música electrónica y ambiente sofisticado.;poi_madrid
40.377543;-3.667234;Parque de Entrevías;El Parque de Entrevías es un espacio verde en el barrio de Puente de Vallecas, conocido por sus áreas deportivas y su ambiente tranquilo.;poi_madrid
40.38819;-3.679483;Parque Enrique Tierno Galván;El Parque Enrique Tierno Galván es un gran parque urbano en Madrid, conocido por su planetario y por albergar numerosos eventos y conciertos al aire libre.;poi_madrid
40.421064;-3.715262;Jardines de Sabatini;Los Jardines de Sabatini, situados junto al Palacio Real, son un lugar encantador para pasear y disfrutar de las vistas del palacio y la ciudad.;poi_madrid
40.419258;-3.702843;Hotel Zenit Madrid;Hotel elegante en el centro de Madrid, con un enfoque en la comodidad y una excelente ubicación para explorar la ciudad.;poi_madrid
40.407764;-3.69334;Estación de Atocha;Principal estación de tren de Madrid, conocida por su arquitectura y el jardín tropical en su interior.;poi_madrid
40.418027;-3.70789;Pastelería La Hª;Pastelería especializada en dulces tradicionales y pasteles personalizados, ubicada en el barrio de Chamberí.;poi_madrid
40.41944;-3.703759;KFC;Restaurante internacional de comida rápida especializada en pollo frito, con varias ubicaciones en Madrid.;poi_madrid
40.418983;-3.710428;Restaurante La Cava;Restaurante en el barrio de Malasaña, conocido por su cocina creativa y selección de vinos.;poi_madrid
40.418345;-3.711142;Restaurante La Oveja Negra;Restaurante en el barrio de Chamartín, conocido por su cocina española contemporánea y ambiente acogedor.;poi_madrid
40.414276;-3.71006;Instituto de Educación Secundaria (IES) San Isidro;Instituto en el centro de Madrid, con una larga tradición educativa y un enfoque en la excelencia académica.;poi_madrid
40.419796;-3.706845;Floristería Fleurs;Tienda de flores que ofrece una selección de arreglos y ramos personalizados, situada en el centro de Madrid.;poi_madrid
40.420302;-3.694406;Hotel Ritz Madrid;Hotel icónico de lujo en Madrid, famoso por su sofisticación y su excelente ubicación cerca de la Plaza de Cibeles.;poi_madrid
40.702918;-3.969749;Sierra de Madrid;Zona montañosa al norte de Madrid, ideal para senderismo y disfrutar de la naturaleza.;poi_madrid
40.41974;-3.692865;Joyería de Lujo Madrid;Tienda de joyería de lujo con una amplia gama de piezas exclusivas y relojes de alta gama, ubicada en el centro de Madrid.;poi_madrid
40.413935;-3.706773;Tasca de José;Tasca en el barrio de La Latina con una oferta de tapas clásicas y platos caseros en un entorno acogedor.;poi_madrid
40.416607;-3.708192;Hostal Persal;Hostal céntrico en el barrio de La Latina, conocido por su buena relación calidad-precio y su proximidad a los principales lugares turísticos.;poi_madrid
40.42067;-3.695468;Joyería del Reloj;Tienda especializada en relojes de lujo y joyas, ubicada en el centro de Madrid, conocida por su amplia selección de marcas exclusivas.;poi_madrid
40.421712;-3.700896;Librería La Torre;Librería en el centro de Madrid con una amplia gama de títulos en literatura, ciencias sociales y humanidades.;poi_madrid
40.419467;-3.705679;Consulado de Japón;Consulado que ofrece asistencia a ciudadanos japoneses en Madrid y gestiona asuntos consulares y administrativos.;poi_madrid
40.41921;-3.707415;Bar La Botánica;Bar en el barrio de La Latina con una excelente selección de tapas y ambiente relajado.;poi_madrid
40.417622;-3.705304;Restaurante El Charro;Restaurante en el barrio de Vallehermoso, famoso por su comida mexicana y ambiente acogedor.;poi_madrid
40.407926;-3.694673;Hotel Atocha;Hotel moderno ubicado cerca de la estación de tren de Atocha, ideal para viajeros que buscan comodidad y proximidad a los transportes.;poi_madrid
40.416855;-3.703745;Casa de la Moneda;Edificio histórico que alberga la Real Casa de la Moneda, donde se producen monedas y billetes y se ofrecen visitas guiadas.;poi_madrid
40.418237;-3.672851;Avenida de Sainz de Baranda;Vía destacada en el distrito de Retiro, conocida por su proximidad a parques y zonas residenciales.;poi_madrid
40.41675;-3.706488;Museo Nacional de Ciencia y Tecnología;El Museo Nacional de Ciencia y Tecnología ofrece una fascinante colección de objetos que ilustran el desarrollo de la ciencia y la tecnología a lo largo de la historia.;poi_madrid
40.394548;-3.735487;Parque de San Isidro;El Parque de San Isidro es un espacio verde en el barrio de Carabanchel, conocido por albergar la famosa festividad de San Isidro, patrón de Madrid.;poi_madrid
40.473543;-3.665147;Parque de los Pinos;El Parque de los Pinos es un espacio verde en el barrio de Fuencarral, conocido por sus áreas de juego y su ambiente tranquilo.;poi_madrid
40.346626;-3.831529;Avenida de la Aviación;Importante vía de comunicación que conecta estos municipios con el centro de Madrid y otras áreas metropolitanas.;poi_madrid
40.415583;-3.708042;Siboney;Restaurante de cocina cubana en el barrio de La Latina, famoso por su comida tradicional y ambiente acogedor.;poi_madrid
40.420091;-3.707219;Bar La Noche;Bar en Chueca con una oferta variada de tapas y cócteles en un entorno vibrante.;poi_madrid
40.41294;-3.703484;Jardín del Turia;Jardín y parque que se extiende a lo largo del río Turia, ideal para paseos y actividades recreativas en un entorno verde y relajante.;poi_madrid
40.406766;-3.693211;Hotel AC Hotel Atocha;Hotel cercano a la estación de Atocha, ideal para viajeros y con un enfoque en el confort y el servicio de calidad.;poi_madrid
40.418537;-3.710087;Universidad de los Andes;Universidad con una oferta educativa diversificada y un enfoque en el desarrollo académico y profesional.;poi_madrid
40.377934;-3.706567;Parque del Manzanares;El Parque del Manzanares es un gran espacio verde que sigue el curso del río Manzanares, ideal para caminar, correr y disfrutar de la naturaleza.;poi_madrid
40.419245;-3.705345;Gastronomía Madrid;Zona de Madrid famosa por su oferta gastronómica, con numerosos restaurantes, tapas y mercados de alimentos.;poi_madrid
40.419142;-3.70882;Bar La Gran Vía;Bar en el centro de Madrid, con una oferta variada de tapas y cócteles en un ambiente animado.;poi_madrid
40.416205;-3.708829;Restaurante Padrón;Restaurante en el barrio de Chamberí, conocido por sus platos caseros y servicio amable.;poi_madrid
40.418301;-3.700212;Librería Lumen;Librería en el barrio de Chamartín, conocida por su amplia colección de libros de literatura infantil y juvenil.;poi_madrid
40.415774;-3.703491;Bar La Otra Vida;Bar en Lavapiés con una oferta de tapas creativas y cócteles en un entorno relajado.;poi_madrid
40.376569;-3.759203;Parque de las Cruces;El Parque de las Cruces es un gran espacio verde en el barrio de Carabanchel, ideal para actividades recreativas y disfrutar del aire libre.;poi_madrid
40.414238;-3.705209;Iglesia de San Sebastián Mártir;Iglesia ubicada en el barrio de La Latina, destacada por su arquitectura barroca y su importancia en la historia religiosa de Madrid.;poi_madrid
40.42687;-3.711852;Calle de la Princesa;Vía importante en el distrito de Moncloa, conocida por sus comercios, restaurantes y su proximidad a la Universidad Complutense.;poi_madrid
40.42962;-3.675552;Parque de Eva Duarte;El Parque de Eva Duarte, también conocido como Parque de Eva Perón, es un pequeño pero encantador espacio verde en el barrio de Salamanca, ideal para pasear y relajarse.;poi_madrid
40.411982;-3.711504;Colegio Nuestra Señora del Recuerdo;Colegio privado en el barrio de Vallehermoso, conocido por su tradición académica y actividades extracurriculares.;poi_madrid
40.414776;-3.706431;Tasca El Castaño;Tasca en el barrio de Malasaña con una excelente selección de tapas caseras y ambiente acogedor.;poi_madrid
40.42279;-3.694072;Joyería Elegante;Joyería que ofrece una amplia variedad de joyas elegantes y sofisticadas, situada en el barrio de Salamanca.;poi_madrid
40.41847;-3.707754;Restaurante Delirio;Restaurante en el barrio de Lavapiés, conocido por su cocina creativa y ambiente informal.;poi_madrid
40.422174;-3.710124;Juguetería El Mágico;Tienda que se especializa en juguetes mágicos y fantásticos, ofreciendo productos únicos que estimulan la imaginación y el juego creativo.;poi_madrid
40.420087;-3.705739;Hotel Gran Vía;Hotel histórico en la Gran Vía, conocido por su arquitectura clásica y su ubicación central.;poi_madrid
40.435891;-3.711309;Azotea del Hotel Exe Moncloa;Azotea en el Hotel Exe Moncloa, con vistas al horizonte de Madrid y un ambiente moderno y acogedor para disfrutar de cócteles y aperitivos.;poi_madrid
40.445301;-3.63026;Parque Quinta de los Molinos;El Parque Quinta de los Molinos es un hermoso parque que destaca por sus almendros en flor en primavera. Es un lugar ideal para pasear y disfrutar de la naturaleza.;poi_madrid
40.418569;-3.709142;Hotel Gran Meliá Palacio de los Duques;Hotel de lujo en el centro histórico de Madrid, conocido por su elegancia y su cercanía a los principales puntos turísticos.;poi_madrid
40.453196;-3.694334;Bulevar de la Castellana;Vía principal en el distrito financiero de Madrid, conocida por sus edificios de oficinas y centros comerciales.;poi_madrid
40.438445;-3.668122;Bulevar de la Avenida de América;Vía importante que conecta diversos distritos y ofrece acceso a áreas comerciales y residenciales.;poi_madrid
40.418364;-3.703517;Azotea del Hotel Iberostar Las Letras;Azotea en el Hotel Iberostar Las Letras, con vistas al centro de Madrid y un ambiente relajado, ideal para disfrutar de una bebida y las vistas urbanas.;poi_madrid
40.415368;-3.708556;Restaurante La Tasquita de Enfrente;Restaurante tradicional en el barrio de La Latina, famoso por su ambiente acogedor y su excelente cocina española.;poi_madrid
40.369309;-3.785083;Museo del Aire;El Museo del Aire, situado en Cuatro Vientos, ofrece una amplia colección de aviones históricos y objetos relacionados con la aviación, mostrando la evolución de la aeronáutica en España.;poi_madrid
40.419351;-3.704778;Colegio La Encarnación;Colegio en el barrio de Salamanca, conocido por su enfoque educativo y programas de formación integral.;poi_madrid
40.418933;-3.710124;Bar La Bodeguita;Bar en el barrio de Chueca, conocido por su amplia oferta de tapas y vinos.;poi_madrid
40.419026;-3.69708;Mirador del Palacio de Cibeles;Mirador ubicado en la terraza del Palacio de Cibeles, con vistas panorámicas de la ciudad y el horizonte de Madrid.;poi_madrid
40.419551;-3.702911;Pastelería Bizcochería;Pastelería en el barrio de Salamanca, destacada por sus bizcochos y tartas personalizadas.;poi_madrid
40.417789;-3.710452;Pastelería Sweet Dreams;Pastelería en el barrio de Argüelles, conocida por sus postres creativos y deliciosos.;poi_madrid
40.425478;-3.688545;Plaza de Colón;La Plaza de Colón es una gran plaza en el centro de Madrid, conocida por sus monumentos a Cristóbal Colón y su centro cultural, el Centro Cultural de la Villa.;poi_madrid
40.416987;-3.709441;Tasca La Finca;Tasca en el barrio de Chamberí con una oferta variada de tapas y platos típicos en un entorno agradable.;poi_madrid
40.431476;-3.689732;Consulado de Estados Unidos;Consulado que proporciona servicios consulares y asistencia a ciudadanos estadounidenses en Madrid.;poi_madrid
40.416975;-3.709309;Librería El Oso y el Madroño;Librería en el centro de Madrid, conocida por su selección de libros y su ambiente acogedor y literario.;poi_madrid
40.419432;-3.702586;Ruth's Chris Steak House;Restaurante especializado en carnes a la parrilla, ubicado en el barrio de Chamartín.;poi_madrid
40.414654;-3.707445;Tasca El Viajero;Tasca en el barrio de La Latina, famosa por su oferta de tapas tradicionales y su ambiente vibrante.;poi_madrid
40.405146;-3.871778;Palacio del Infante Don Luis;Un edificio histórico con hermosos jardines.;poi_madrid
40.422143;-3.712903;Héroes de Madrid;Monumento conmemorativo en honor a los héroes locales de Madrid, situado en una plaza emblemática de la ciudad.;poi_madrid
40.436193;-3.599305;Estadio Wanda Metropolitano;El Estadio Wanda Metropolitano es el estadio del Atlético de Madrid y uno de los estadios más modernos de Europa.;poi_madrid
40.426035;-3.707051;Kiosco de Malasaña;Kiosco ubicado en el barrio de Malasaña, ofreciendo una selección de snacks, bebidas y periódicos en una zona popular.;poi_madrid
40.422108;-3.712421;Instituto de Investigación en Salud;Centro de investigación enfocado en temas de salud, con proyectos en medicina, biología y salud pública.;poi_madrid
40.453724;-3.725202;Sede de la Universidad Complutense;Universidad pública de prestigio en Madrid, con una amplia oferta académica y de investigación.;poi_madrid
40.411627;-3.701344;Galería de Antón Martín;Galería de arte con enfoque en exposiciones de arte contemporáneo y eventos culturales, ubicada en el barrio de Antón Martín.;poi_madrid
40.384307;-3.647195;Parque Lineal de Palomeras;El Parque Lineal de Palomeras es un espacio verde en el barrio de Puente de Vallecas, ideal para pasear, correr y disfrutar de la naturaleza.;poi_madrid
40.417493;-3.702401;Skyline Rooftop Bar;Bar en la azotea con vistas panorámicas de Madrid, ubicado en el centro de la ciudad.;poi_madrid
40.416982;-3.70891;Bar El Espejo;Bar en el barrio de Chueca, con una oferta variada de tapas y cócteles en un entorno moderno.;poi_madrid
40.429305;-3.716576;Instituto de Educación Secundaria (IES) Vallehermoso;Instituto en el barrio de Vallehermoso, con una sólida oferta académica y programas de formación profesional.;poi_madrid
40.418969;-3.705477;Teatro de la Villa;Teatro en el centro de Madrid que ofrece una programación variada de teatro clásico y moderno.;poi_madrid
40.391268;-3.60189;Parque del Cerro Almodóvar;El Parque del Cerro Almodóvar es un espacio verde en el barrio de Vicálvaro, conocido por sus senderos y sus vistas panorámicas de la ciudad.;poi_madrid
40.419809;-3.705349;Discoteca The Club;Discoteca en el barrio de Malasaña, conocida por sus eventos de música en vivo y ambiente alternativo.;poi_madrid
40.417618;-3.712283;Mirador de Sabatini;Mirador en los Jardines de Sabatini con vistas al Palacio Real y a los jardines circundantes.;poi_madrid
40.412374;-3.702655;Teatro Real Coliseo Carlos III;Teatro histórico ubicado en Madrid, conocido por su arquitectura y su programación de eventos culturales.;poi_madrid
40.416023;-3.705292;Rafael Hoteles;Cadena de hoteles en Madrid conocida por su comodidad y servicios de calidad, ubicada en diversos puntos de la ciudad.;poi_madrid
40.423501;-3.711118;Hotel Hotel Plaza España;Hotel céntrico en la Plaza de España, con fácil acceso a las principales atracciones turísticas y comercios.;poi_madrid
40.424399;-3.703877;Dulce Tentación;Pastelería conocida por sus exquisiteces y ambiente acogedor, ubicada cerca de la Plaza de España.;poi_madrid
40.424275;-3.714175;Jardín del Príncipe;Espacio verde en el centro de Madrid, famoso por sus áreas ajardinadas y su ambiente tranquilo, perfecto para relajarse y hacer picnics.;poi_madrid
40.418303;-3.710614;Restaurante El Corral;Restaurante en el barrio de Malasaña, famoso por su cocina española y ambiente juvenil.;poi_madrid
40.452133;-3.702784;Centro Deportivo Municipal La Vaguada;Instalación deportiva con piscina, gimnasios y canchas, ubicada en el distrito de La Vaguada.;poi_madrid
40.433544;-3.704266;Avenida de San Sebastián;Vía principal en el distrito de Chamartín, que sirve de acceso a diversas áreas comerciales y residenciales.;poi_madrid
40.416908;-3.709024;Discoteca Club 33;Discoteca en el corazón de Madrid con un ambiente moderno y una oferta musical diversa, ideal para una noche animada.;poi_madrid
40.416724;-3.69988;Librería Cervantes;Librería en el centro de Madrid, especializada en literatura clásica y moderna, con un ambiente acogedor.;poi_madrid
40.418993;-3.703453;Rosa Clara;Boutique de moda especializada en vestidos de novia y eventos especiales, situada en el barrio de Salamanca.;poi_madrid
40.418386;-3.711984;Xperia;Tienda en Madrid especializada en productos electrónicos y gadgets.;poi_madrid
40.350322;-3.833965;Parque de Las Presillas;Un parque con zonas recreativas y espacios verdes.;poi_madrid
40.415952;-3.704961;Teatro del Barrio;Espacio teatral en Lavapiés que ofrece una programación centrada en el teatro social y político.;poi_madrid
40.433877;-3.682977;Museo Lázaro Galdiano;El Museo Lázaro Galdiano alberga una extensa colección de arte y objetos antiguos recopilados por el coleccionista José Lázaro Galdiano. Incluye pinturas, esculturas, joyas y más.;poi_madrid
40.417301;-3.714232;Colegio José Ortega y Gasset;Colegio en el barrio de Argüelles, con una sólida oferta educativa y un enfoque en la formación integral del alumnado.;poi_madrid
40.415366;-3.708292;Restaurante Botín;Uno de los restaurantes más antiguos del mundo, famoso por su cochinillo asado y su ambiente tradicional.;poi_madrid
40.419553;-3.693908;Palacio de Cibeles;El Palacio de Cibeles, antiguamente conocido como Palacio de Comunicaciones, es la actual sede del Ayuntamiento de Madrid y cuenta con un mirador que ofrece vistas panorámicas de la ciudad.;poi_madrid
40.428715;-3.705773;San Sebastián;Plaza y área comercial conocida por su oferta gastronómica y ambiente local.;poi_madrid
40.418844;-3.707819;Churrería El Manantial;Churrería en el barrio de Chueca, famosa por sus churros recién hechos y su chocolate caliente.;poi_madrid
40.426197;-3.710389;Sanctuary of San Antonio de la Florida;Santuario en el barrio de La Florida, conocido por sus frescos de Goya y su importancia histórica.;poi_madrid
40.423706;-3.689311;Museo de Cera de Madrid;El Museo de Cera de Madrid presenta figuras de cera de personajes históricos, culturales y del espectáculo, ofreciendo una experiencia divertida y educativa para visitantes de todas las edades.;poi_madrid
40.420567;-3.710788;Sede del Instituto Cervantes;Centro cultural dedicado a la promoción de la lengua española y la cultura hispana.;poi_madrid
40.41728;-3.706849;Bar El Puente;Bar en Malasaña, conocido por su ambiente juvenil y su excelente selección de tapas.;poi_madrid
40.419604;-3.711067;Opera;Teatro en el centro de Madrid, conocido por sus representaciones de ópera y espectáculos de alta calidad.;poi_madrid
40.418217;-3.706831;Teatro Circo de Madrid;Espacio histórico que alberga eventos de circo y teatro contemporáneo en el centro de Madrid.;poi_madrid
40.421359;-3.710623;Fábrica de Cerveza La Virgen;Fábrica de cerveza artesanal ubicada en el barrio de Aluche, conocida por sus cervezas de alta calidad y visitas guiadas.;poi_madrid
40.418578;-3.705415;Instituto de Cultura y Educación;Centro dedicado a la promoción de la cultura y la educación, ofreciendo talleres, cursos y eventos culturales.;poi_madrid
40.428856;-3.692485;Azotea del Hotel NH Collection Madrid Colón;Azotea en el Hotel NH Collection Madrid Colón, con vistas a la Plaza de Colón y un ambiente moderno, ideal para disfrutar de la ciudad desde las alturas.;poi_madrid
40.432092;-3.722717;Parque del Oeste;El Parque del Oeste es uno de los parques más grandes de Madrid, conocido por sus jardines, sus senderos y el Templo de Debod.;poi_madrid
40.417598;-3.712038;Restaurante Terraza de Sabatini;Restaurante con terraza y vistas al Palacio Real, famoso por su cocina mediterránea y ambiente romántico.;poi_madrid
40.417563;-3.703965;Librería El Aleph;Librería ubicada en el barrio de Chueca, especializada en literatura contemporánea y eventos culturales.;poi_madrid
40.417642;-3.705609;Restaurante La Plaza;Restaurante en el barrio de Sol, famoso por sus tapas y su ambiente animado.;poi_madrid
40.416774;-3.706724;Juegos de Escape;Centro de entretenimiento con juegos de escape temáticos, ideal para grupos que buscan una experiencia divertida y desafiante.;poi_madrid
40.420147;-3.702982;Fábrica de Pan de La Panera;Fábrica de pan ubicada en el barrio de Chamberí, conocida por su pan artesanal y visitas guiadas.;poi_madrid
40.426175;-3.708231;Teatro Universitario de Madrid;Teatro universitario que ofrece representaciones teatrales y actividades culturales en el campus de Madrid.;poi_madrid
40.42656;-3.706879;Hospital Santa Cristina;Hospital de mediana complejidad, conocido por su atención en áreas generales y especializadas.;poi_madrid
40.419337;-3.703965;Iglesia de San José;Iglesia en el barrio de Lavapiés, conocida por su arquitectura clásica y su importancia en la comunidad local.;poi_madrid
40.416048;-3.708471;Panadería La Palma;Panadería tradicional en el barrio de Malasaña, conocida por su pan fresco y pasteles artesanales.;poi_madrid
40.419265;-3.705245;Restaurante Baco;Restaurante en el barrio de Malasaña, famoso por su cocina española y su ambiente relajado.;poi_madrid
40.409265;-3.711248;Colegio El Valle;Colegio en el barrio de La Moraleja, con un enfoque en la formación integral y programas educativos innovadores.;poi_madrid
40.426344;-3.70327;Museo Nacional de Reproducciones Artísticas;El Museo Nacional de Reproducciones Artísticas alberga una colección de reproducciones de obras maestras del arte, ofreciendo una oportunidad única para apreciar las grandes obras de la historia del arte.;poi_madrid
40.417659;-3.70543;Librería Verso;Librería en el barrio de Lavapiés que se enfoca en literatura contemporánea y eventos culturales relacionados.;poi_madrid
40.445301;-3.63026;Parque de la Quinta de los Molinos;El Parque Quinta de los Molinos es un hermoso parque que destaca por sus almendros en flor en primavera. Es un lugar ideal para pasear y disfrutar de la naturaleza.;poi_madrid
40.437279;-3.710711;Teatro Amaya;Teatro en el barrio de Chamberí, conocido por sus producciones de teatro musical y espectáculos en vivo.;poi_madrid
40.417081;-3.71135;Museo del Ejército;El Museo del Ejército, situado en el Alcázar de Toledo, ofrece una extensa colección de objetos y documentos que narran la historia militar de España.;poi_madrid
40.41826;-3.702472;Tasca del Pez;Tasca en el barrio de Chueca, conocida por sus tapas creativas y su ambiente moderno.;poi_madrid
40.418292;-3.702792;Restaurante El Bosque;Restaurante en el barrio de Argüelles, conocido por su cocina internacional y ambiente relajado.;poi_madrid
40.416587;-3.705165;Tasca de la Calle;Tasca en el barrio de Chamberí con una excelente oferta de tapas y platos típicos en un ambiente relajado.;poi_madrid
40.453077;-3.674228;Bulevar de los Príncipes;Vía destacada en el distrito de Chamartín, que conecta zonas residenciales y comerciales.;poi_madrid
40.454938;-3.657657;Barrio de Hortaleza;Barrio residencial conocido por sus espacios verdes, zonas comerciales y ambiente familiar.;poi_madrid
40.418551;-3.710664;Restaurante El Reencuentro;Restaurante en el barrio de Lavapiés, conocido por su oferta de platos tradicionales y ambiente amigable.;poi_madrid
40.423813;-3.665065;Quinta del Berro;Parque y espacio verde en el barrio de Salamanca, ideal para caminatas y actividades al aire libre.;poi_madrid
40.417657;-3.670089;Avenida de la Paz;Vía principal en el distrito de Ciudad Lineal, conocida por su tránsito y accesibilidad a zonas comerciales.;poi_madrid
40.419515;-3.709952;Teatro María Guerrero;Teatro nacional conocido por su programación de teatro contemporáneo y obras de gran calidad.;poi_madrid
40.418635;-3.704556;Juguetería El Pequeño;Tienda que ofrece juguetes para niños de todas las edades, con un enfoque en productos únicos y educativos, ubicada en el barrio de Salamanca.;poi_madrid
40.418746;-3.705238;Restaurante La Delicia;Restaurante en el barrio de Vallehermoso, famoso por su cocina creativa y ambiente elegante.;poi_madrid
40.418562;-3.710778;Restaurante El Patio;Restaurante en el barrio de Lavapiés, famoso por su cocina tradicional y terraza exterior.;poi_madrid
40.4068;-3.6935;Azotea del Hotel AC Atocha;Azotea en el Hotel AC Atocha, con vistas al parque del Retiro y al skyline de Madrid, ideal para relajarse después de un día explorando la ciudad.;poi_madrid
40.421096;-3.704769;Floristería Floralia;Tienda de flores conocida por su atención al detalle y su amplia variedad de arreglos florales, ubicada en el barrio de Chamberí.;poi_madrid
40.421013;-3.701792;Banco de Santander;Sucursal de uno de los bancos más importantes de España, ubicado en una zona céntrica de Madrid.;poi_madrid
40.416071;-3.706117;Bar El Rincón del Vino;Bar en el barrio de Chamberí, conocido por su selección de vinos y tapas en un ambiente relajado.;poi_madrid
40.416975;-3.688204;El Retiro;Uno de los parques más emblemáticos de Madrid, conocido por sus amplos jardines, el Estanque Grande y el Palacio de Cristal.;poi_madrid
40.415122;-3.709085;Sede de la Comunidad de Madrid;Edificio gubernamental en el centro de Madrid, sede del Gobierno de la Comunidad de Madrid.;poi_madrid
40.418924;-3.703539;Biblioteca Municipal Eugenio Trías;Biblioteca con una amplia colección de libros y espacios para actividades culturales, ubicada en el Parque de la Vaguada.;poi_madrid
40.41554;-3.684504;Monumento a Alfonso XII;El Monumento a Alfonso XII es una majestuosa estructura situada en el Parque del Retiro, con una gran columnata y una estatua ecuestre del rey. Es un lugar popular para relajarse y disfrutar del paisaje.;poi_madrid
40.413283;-3.692643;Biblioteca del Museo del Prado;Biblioteca especializada en arte, situada en el famoso Museo del Prado, con una colección relacionada con el arte y la historia.;poi_madrid
40.425227;-3.714438;Mirador de Templo de Debod;Mirador ubicado en el Templo de Debod, que ofrece vistas impresionantes de la ciudad y del atardecer.;poi_madrid
40.411596;-3.704657;Taberna El Sur;Taberna tradicional en el barrio de Lavapiés, famosa por sus tapas y ambiente auténtico.;poi_madrid
40.41913;-3.707655;Restaurante Taberna del Gourmet;Restaurante en el barrio de Chueca, famoso por sus tapas gourmet y platos tradicionales.;poi_madrid
40.419735;-3.709691;Churrería Valor;Famosa churrería en el barrio de Chueca, conocida por sus churros y chocolate a la taza de alta calidad.;poi_madrid
